,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
504,spotify:track:5ROW8xVfSgSNUdOsOvMN5R,0.7659999999999999,0.624,11.0,-8.64,0.0,0.13,0.0714,0.0365,0.159,0.735,114.928,241325.0,4.0
505,spotify:track:19slC7k8bsPOAKDjHYLU2W,0.499,0.33,7.0,-11.467,1.0,0.0348,0.589,4.210000000000001e-05,0.102,0.395,135.993,221000.0,4.0
506,spotify:track:10hMM5nsZQf66ldBlgWBfG,0.348,0.652,3.0,-7.145,1.0,0.0931,0.0165,0.000264,0.33,0.172,70.956,192987.0,4.0
507,spotify:track:5CAywHU7hnMrEabrwVT1Ro,0.733,0.32299999999999995,3.0,-7.79,1.0,0.065,0.057999999999999996,0.0,0.48200000000000004,0.28800000000000003,120.182,169179.0,4.0
508,spotify:track:0kGLK7iDoxvUcrGaUkiNjA,0.523,0.9940000000000001,1.0,-2.7739999999999996,1.0,0.0421,0.004370000000000001,0.0238,0.609,0.4,143.94,249382.0,4.0
509,spotify:track:1Z0zOAIq0DXxSH9vHSU4IY,0.64,0.258,6.0,-8.189,1.0,0.152,0.843,0.0,0.146,0.6409999999999999,124.083,199061.0,4.0
510,spotify:track:0ikhyMXGBKSx8Yb18h7prS,0.8059999999999999,0.615,9.0,-8.129,0.0,0.0927,0.152,0.774,0.102,0.499,122.061,442627.0,3.0
511,spotify:track:6jkmCL5GPCkb9neLbpQU8i,0.867,0.6579999999999999,9.0,-7.6339999999999995,1.0,0.0676,0.00541,0.0103,0.228,0.7170000000000001,124.027,406692.0,4.0
512,spotify:track:7c7hOGcpNVQPGK3EYOTI6r,0.83,0.48200000000000004,6.0,-8.55,1.0,0.0537,0.0403,0.898,0.0936,0.47600000000000003,124.01100000000001,439988.0,4.0
513,spotify:track:66iU4ugXMd9SMzN5ZxM9vx,0.867,0.354,1.0,-11.056,1.0,0.0768,0.023,0.6629999999999999,0.1,0.29600000000000004,114.992,418633.0,4.0
514,spotify:track:6zfczP87XO2SxWlQtnjFNa,0.638,0.535,9.0,-7.792000000000001,0.0,0.0415,0.623,0.0391,0.0837,0.504,84.947,277653.0,4.0
515,spotify:track:60PAzFNW3vAiAiVK6DRJfB,0.88,0.44299999999999995,11.0,-6.359,0.0,0.0653,0.462,7.13e-06,0.122,0.8029999999999999,138.018,221240.0,4.0
516,spotify:track:33HddJyP9pUxEBevlyBkEa,0.878,0.655,8.0,-8.708,0.0,0.0594,0.0049,0.038,0.0356,0.6679999999999999,115.005,447821.0,4.0
517,spotify:track:0iHwnccPp214om2eGT5gzm,0.785,0.382,1.0,-13.033,1.0,0.0764,0.348,0.344,0.0882,0.508,99.98299999999999,365382.0,4.0
518,spotify:track:7yOzzShz1RnF5e2AEbxHUe,0.7490000000000001,0.276,3.0,-7.74,1.0,0.0349,0.8759999999999999,0.0,0.107,0.184,108.919,164627.0,4.0
519,spotify:track:495FIldLOfb7U4IO0jqUbf,0.708,0.626,4.0,-9.932,1.0,0.0358,0.39799999999999996,0.107,0.39,0.218,105.79799999999999,321920.0,4.0
520,spotify:track:6WXnyeJ7UYGCmUE4TYzbro,0.633,0.44299999999999995,1.0,-12.122,0.0,0.0307,0.0611,0.7240000000000001,0.0832,0.0708,125.03299999999999,220800.0,4.0
521,spotify:track:5Yy6KD4PMTEqT2LMZEP5f9,0.679,0.462,3.0,-10.128,1.0,0.0326,0.0442,0.7929999999999999,0.0846,0.302,120.012,321560.0,4.0
522,spotify:track:4CfkxZ4w0qCNuSA0hMJPeH,0.81,0.6859999999999999,7.0,-10.329,1.0,0.0601,0.11199999999999999,0.893,0.0765,0.721,120.01,351207.0,4.0
523,spotify:track:3viy7i8ADUA6BMzMx61eGV,0.722,0.406,1.0,-12.036,1.0,0.253,0.06,0.836,0.0889,0.149,111.899,360840.0,4.0
524,spotify:track:0npCV0AWWcLis95dqi2Gox,0.562,0.995,1.0,-2.904,1.0,0.0527,0.00251,0.127,0.6609999999999999,0.53,143.993,347835.0,4.0
525,spotify:track:4SSnFejRGlZikf02HLewEF,0.905,0.389,8.0,-14.505,1.0,0.332,0.74,0.162,0.106,0.196,120.046,193143.0,4.0
526,spotify:track:0HhleUCwCfFYS413WmpMxJ,0.489,0.425,1.0,-11.98,1.0,0.0506,0.3,0.0703,0.106,0.11699999999999999,130.10399999999998,215107.0,4.0
527,spotify:track:09wrW4mdaoBrOFY6KSR94h,0.613,0.461,1.0,-10.493,0.0,0.0313,0.0257,0.75,0.0776,0.0837,125.066,219280.0,4.0
528,spotify:track:16IzV3JdxmR3X10ZbWHlfB,0.6970000000000001,0.8290000000000001,9.0,-8.869,0.0,0.0399,0.0314,0.28300000000000003,0.307,0.0398,125.027,218653.0,4.0
529,spotify:track:2W3EgJst61RLZtPPm3EQim,0.563,0.44,9.0,-11.943,0.0,0.0822,0.28600000000000003,0.6829999999999999,0.26899999999999996,0.213,120.009,276373.0,4.0
530,spotify:track:3HNTLCpAGnizbyJmk7466r,0.452,0.736,9.0,-3.2119999999999997,1.0,0.0378,0.297,2.2e-06,0.381,0.24,144.683,270973.0,4.0
531,spotify:track:0l3wGkKXDaNballU6Aolp8,0.794,0.483,9.0,-9.677999999999999,0.0,0.0321,0.46799999999999997,2.89e-06,0.111,0.363,126.02,197187.0,4.0
532,spotify:track:7mfLHbw7Z7K6wo2AHcvBUd,0.8490000000000001,0.29600000000000004,4.0,-11.136,0.0,0.0352,0.265,0.00572,0.161,0.597,106.035,223847.0,4.0
533,spotify:track:3ivGus0fl9HqIoIBQ6r260,0.773,0.445,4.0,-16.601,1.0,0.0413,0.765,0.624,0.0529,0.899,115.98700000000001,155627.0,4.0
534,spotify:track:0JcR9JMMgKb0J7EjXvZlLj,0.617,0.8420000000000001,4.0,-7.124,0.0,0.129,0.0082,0.000743,0.10800000000000001,0.254,200.005,229606.0,4.0
535,spotify:track:6ikh8e4YxgOlb11LWUaBp4,0.782,0.478,0.0,-11.132,1.0,0.0671,0.511,0.0117,0.131,0.693,94.99700000000001,217066.0,4.0
536,spotify:track:2BydLQAh7CUIFvSEqAMc4x,0.843,0.48,11.0,-11.574000000000002,0.0,0.0492,0.28,0.000782,0.10800000000000001,0.762,101.993,180493.0,4.0
537,spotify:track:2MAvGEK5gCeXOwgPD6pb5Q,0.528,0.649,0.0,-6.452999999999999,1.0,0.0426,0.332,0.00277,0.539,0.7040000000000001,80.631,211267.0,4.0
538,spotify:track:2LUTN2pDXUplYlc7WjE1Mm,0.774,0.419,4.0,-9.649,0.0,0.0758,0.539,0.0698,0.028999999999999998,0.644,118.008,291569.0,4.0
539,spotify:track:4WMf3EInmTKDTEe2i1mwhk,0.85,0.44299999999999995,0.0,-9.085,1.0,0.0516,0.6679999999999999,0.0033299999999999996,0.33899999999999997,0.638,111.505,310613.0,4.0
540,spotify:track:3xINh6YqkLfucEtjoa4x7D,0.66,0.541,0.0,-7.851,0.0,0.0576,0.6579999999999999,0.0012699999999999999,0.0928,0.693,93.744,197160.0,4.0
541,spotify:track:6NfrH0ANGmgBXyxgV2PeXt,0.685,0.848,8.0,-4.561,0.0,0.0858,0.0861,7.14e-06,0.0783,0.7609999999999999,179.87,163084.0,4.0
542,spotify:track:3oPkfVLjI7tlHLmdNWw5aF,0.657,0.429,9.0,-16.116,0.0,0.0392,0.205,9.88e-06,0.0964,0.425,100.906,312107.0,4.0
543,spotify:track:7yZTPEXSUqWw7sEYKKDv2N,0.816,0.255,6.0,-10.016,0.0,0.0416,0.774,0.006840000000000001,0.114,0.32299999999999995,89.92200000000001,155528.0,4.0
544,spotify:track:7ti4qMC7xYQeh1uRzj5XuM,0.618,0.848,7.0,-4.36,1.0,0.0279,0.000469,0.522,0.18899999999999997,0.413,118.99799999999999,209485.0,4.0
545,spotify:track:400aXtzepgmEFbOQCAfraG,0.575,0.5539999999999999,4.0,-7.485,1.0,0.027999999999999997,0.728,5.59e-05,0.0941,0.442,96.74,206147.0,4.0
546,spotify:track:69LmhIdKwDsXkkhX0CrPpm,0.6629999999999999,0.498,0.0,-11.318,1.0,0.0634,0.679,7.020000000000001e-05,0.113,0.242,97.93299999999999,222861.0,4.0
547,spotify:track:5JUCSx71iUp0fXPwZIadYS,0.654,0.643,0.0,-9.895,0.0,0.174,0.389,0.0,0.185,0.528,149.97299999999998,224000.0,4.0
548,spotify:track:7MiZjKawmXTsTNePyTfPyL,0.391,0.396,1.0,-8.621,0.0,0.18899999999999997,0.7020000000000001,0.405,0.315,0.19899999999999998,99.11200000000001,131272.0,5.0
549,spotify:track:4HA2jo7wkMdN1lmLO6ryzE,0.578,0.836,2.0,-6.607,1.0,0.0512,0.163,1.36e-06,0.0583,0.932,167.02599999999998,209520.0,4.0
550,spotify:track:3ih1Op3mIIBPc45JMVfWCw,0.595,0.17,1.0,-19.14,0.0,0.0368,0.938,0.0898,0.106,0.33299999999999996,155.955,408911.0,4.0
551,spotify:track:2YfBVxNwzp6HyRs4xP8VLV,0.797,0.789,7.0,-6.777,1.0,0.0557,0.40299999999999997,0.0,0.129,0.894,118.05799999999999,192891.0,4.0
552,spotify:track:6W0PqAtbW7fkTRBtmwOwfM,0.765,0.91,6.0,-8.115,0.0,0.0827,0.569,0.00231,0.337,0.804,112.92200000000001,258400.0,4.0
553,spotify:track:50f0mt35cIwwu3Krk7nS7b,0.868,0.7879999999999999,1.0,-4.321000000000001,1.0,0.0547,0.0334,2.6000000000000002e-05,0.0801,0.961,114.67399999999999,262457.0,4.0
554,spotify:track:3OssdgCR915NXgRQKHxAzf,0.741,0.872,0.0,-5.263999999999999,0.0,0.0529,0.135,0.266,0.151,0.958,124.984,249601.0,4.0
555,spotify:track:5iX7aAVoO3dzUOZ1eAvg6f,0.6920000000000001,0.5329999999999999,1.0,-9.472999999999999,1.0,0.0587,0.8079999999999999,1.64e-05,0.11,0.631,83.529,250934.0,4.0
556,spotify:track:41wtwzCZkXwpnakmwJ239F,0.9,0.603,2.0,-5.313,1.0,0.0646,0.402,4.81e-06,0.134,0.8240000000000001,129.928,170972.0,4.0
557,spotify:track:6HlWtggWotj9bUNcPGEeLS,0.611,0.20199999999999999,10.0,-12.898,1.0,0.0371,0.6920000000000001,0.000446,0.125,0.168,73.01899999999999,112440.0,4.0
558,spotify:track:5v4GgrXPMghOnBBLmveLac,0.8220000000000001,0.743,10.0,-4.772,0.0,0.28,0.016,0.0,0.127,0.636,84.459,242001.0,4.0
559,spotify:track:7h0d2h0fUmzbs7zeFigJPn,0.5589999999999999,0.491,2.0,-6.406000000000001,0.0,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874.0,4.0
560,spotify:track:4w47S36wQGBhGg073q3nt7,0.7759999999999999,0.509,0.0,-6.266,0.0,0.467,0.192,1.49e-06,0.115,0.485,94.634,129371.0,4.0
561,spotify:track:4U1cxaoTeGCcs1QyYsJkaD,0.7,0.9009999999999999,10.0,-7.077999999999999,0.0,0.0503,0.054000000000000006,0.127,0.115,0.909,110.32799999999999,266560.0,4.0
562,spotify:track:3G3PP7pAkAaZ6QzM0duBry,0.5589999999999999,0.611,6.0,-7.932,0.0,0.0538,0.17300000000000001,4.3799999999999994e-05,0.0839,0.48100000000000004,97.006,267573.0,4.0
563,spotify:track:2YLlWggRiwD6UAFQj3rRmh,0.725,0.7040000000000001,7.0,-4.592,1.0,0.251,0.0636,0.163,0.0991,0.483,204.00400000000002,171730.0,4.0
564,spotify:track:7ggbZF2LaLzD3stP47NLoD,0.8190000000000001,0.705,0.0,-4.886,1.0,0.052000000000000005,0.262,1.28e-05,0.166,0.5529999999999999,96.999,210396.0,4.0
565,spotify:track:4RIi1gNmKDzSH04Vvws2DK,0.56,0.311,9.0,-8.508,1.0,0.038,0.934,6.02e-05,0.0706,0.452,180.05,161600.0,4.0
566,spotify:track:35UUpTmrcFXNIVIN26ujXl,0.7929999999999999,0.7709999999999999,5.0,-3.417,1.0,0.0959,0.0337,1.51e-06,0.284,0.835,171.94299999999998,247308.0,4.0
567,spotify:track:6sSFRt1QsvTrimv0EzYFxW,0.8370000000000001,0.413,1.0,-11.383,0.0,0.363,0.0264,0.7829999999999999,0.0695,0.8140000000000001,126.00200000000001,469559.0,4.0
568,spotify:track:5S7uSR6yYtnGHDAnMTQLLo,0.794,0.664,9.0,-7.599,1.0,0.146,0.526,0.0,0.11800000000000001,0.863,101.963,231176.0,4.0
569,spotify:track:6M5PfSLBympuj6Slof3APb,0.846,0.851,9.0,-3.821,1.0,0.37200000000000005,0.0244,0.0,0.153,0.8220000000000001,139.966,178286.0,4.0
570,spotify:track:2AogRMqARWyUP7VQ3gmSoY,0.628,0.8340000000000001,6.0,-6.341,0.0,0.0497,0.40299999999999997,0.0,0.051,0.626,97.865,215507.0,4.0
571,spotify:track:4ZQQOIitZypgl2D5uMicXE,0.843,0.408,2.0,-6.072,1.0,0.0417,0.0169,0.00014099999999999998,0.0678,0.34600000000000003,92.99,326560.0,4.0
572,spotify:track:49X0LAl6faAusYq02PRAY6,0.72,0.8079999999999999,6.0,-5.627000000000001,1.0,0.0379,0.00793,0.0293,0.0634,0.8690000000000001,126.041,307154.0,4.0
573,spotify:track:7fXyuQqEBwpKtCa8PomO7B,0.59,0.26,4.0,-14.065,0.0,0.0484,0.85,4.59e-06,0.11699999999999999,0.11199999999999999,77.118,238520.0,4.0
574,spotify:track:5E3jbxmonQ370P93Qdfy5Y,0.805,0.41600000000000004,11.0,-14.383,1.0,0.0982,0.594,0.21899999999999997,0.106,0.35200000000000004,104.102,225280.0,4.0
575,spotify:track:7xCkZq0aRtFoTFROPM63l8,0.705,0.444,10.0,-7.337999999999999,0.0,0.0245,0.126,0.00441,0.0799,0.235,109.91799999999999,224933.0,4.0
576,spotify:track:3cAqNxWChJHpYkQTgBpj47,0.654,0.667,0.0,-8.279,1.0,0.0483,0.12300000000000001,0.00022400000000000002,0.24,0.263,161.208,236947.0,4.0
577,spotify:track:5mMV6EaKeZWkGFvE1xg13n,0.379,0.321,9.0,-12.44,1.0,0.0325,0.948,0.518,0.276,0.145,91.72,188040.0,4.0
578,spotify:track:7vcuTZAFyu0Z5dgMRLR0h0,0.61,0.275,6.0,-10.644,1.0,0.027999999999999997,0.8079999999999999,0.9129999999999999,0.40299999999999997,0.552,94.088,251280.0,4.0
579,spotify:track:6iWwfN1euztxZi1OK38HbU,0.359,0.391,3.0,-8.033999999999999,1.0,0.026000000000000002,0.795,0.0708,0.163,0.19,154.66,242226.0,3.0
580,spotify:track:2eGHyarZyRvUgFI4d3G8GN,0.625,0.815,11.0,-3.915,1.0,0.177,0.0479,0.0981,0.07,0.527,107.271,327387.0,4.0
581,spotify:track:1ZPsdTkzhDeHjA5c2Rnt2I,0.807,0.45799999999999996,9.0,-9.594,0.0,0.0361,0.21100000000000002,9.01e-06,0.0839,0.8740000000000001,100.959,220413.0,4.0
582,spotify:track:6Z6fRmXfG4mr4WwSY4DdKy,0.7979999999999999,0.40299999999999997,2.0,-9.719,1.0,0.0459,0.568,0.0,0.0984,0.813,147.846,288867.0,4.0
583,spotify:track:1yY9KKrsCOe5DUDstpvYke,0.86,0.408,6.0,-8.841000000000001,0.0,0.0532,0.203,0.0,0.10300000000000001,0.53,116.831,256733.0,4.0
584,spotify:track:2Hlaw1AVPf49nGB0FrUQiW,0.608,0.6859999999999999,4.0,-8.257,0.0,0.0738,0.00932,4.6700000000000003e-05,0.0844,0.6629999999999999,162.031,371200.0,4.0
585,spotify:track:4NoKN1r2yYCnfqPqcXAW76,0.804,0.5489999999999999,9.0,-5.147,1.0,0.0377,0.0311,1.4999999999999999e-05,0.35200000000000004,0.591,126.04,357547.0,4.0
586,spotify:track:7ukWTNljvU6pmPkuWN1ZBX,0.9209999999999999,0.321,4.0,-7.978,0.0,0.0365,0.0258,0.0,0.11199999999999999,0.435,113.969,310160.0,4.0
587,spotify:track:1ta8b2ZMScm9lI7VGxQntW,0.37799999999999995,0.741,9.0,-5.24,1.0,0.0357,0.126,2.77e-06,0.11599999999999999,0.408,167.19,248361.0,4.0
588,spotify:track:11GbrQAPK7lAFi0iBsJZrt,0.397,0.32799999999999996,0.0,-10.088,1.0,0.03,0.0262,0.000147,0.295,0.188,72.891,207893.0,4.0
589,spotify:track:6b5rA9rthDbZDOQp9UbOgl,0.517,0.49200000000000005,5.0,-8.051,1.0,0.0272,0.0275,3.2e-05,0.0873,0.455,138.579,245173.0,4.0
590,spotify:track:33e9HtOfO1ye1h8xQ7Foc9,0.5920000000000001,0.499,4.0,-9.463,1.0,0.0374,0.0536,4.4e-05,0.113,0.345,141.938,215627.0,4.0
591,spotify:track:71GqP05AEkzTSSKbNx6HAR,0.6890000000000001,0.83,4.0,-6.422999999999999,1.0,0.0414,0.0869,0.0216,0.132,0.307,134.037,230493.0,4.0
592,spotify:track:3CsMdAuNoD7e8kRzHV24TR,0.48200000000000004,0.978,7.0,-4.132,0.0,0.0928,0.00114,0.000676,0.349,0.249,135.906,226077.0,4.0
593,spotify:track:3x153CU9WohBcFnvloFYTE,0.8109999999999999,0.5770000000000001,7.0,-7.58,1.0,0.0374,0.0802,0.0038799999999999998,0.0957,0.708,170.09,256333.0,4.0
594,spotify:track:5geAnlK4PDjZQydQwNPKEl,0.88,0.5770000000000001,7.0,-7.015,1.0,0.0495,0.106,0.048,0.0691,0.7859999999999999,133.016,244000.0,4.0
595,spotify:track:7A4JGwI9MyzDk1Ifx8uFq1,0.693,0.44,6.0,-11.122,0.0,0.161,0.67,0.0,0.0995,0.284,170.072,211893.0,4.0
596,spotify:track:1cXPkN2uKjwWRPhtssrRLX,0.6,0.48100000000000004,5.0,-12.770999999999999,0.0,0.0292,0.7859999999999999,0.11800000000000001,0.109,0.491,98.955,201787.0,4.0
597,spotify:track:70bHvyVrWao40NxEuAHoIw,0.5379999999999999,0.547,1.0,-13.719000000000001,1.0,0.0292,0.0094,0.00151,0.0675,0.647,98.975,281414.0,4.0
598,spotify:track:4hGOhC87bn7JBdYykOJJvJ,0.843,0.833,0.0,-6.156000000000001,0.0,0.0341,0.32899999999999996,0.0567,0.126,0.972,141.99,209027.0,4.0
599,spotify:track:2DnIioEZLJyz3KnZWHEkbw,0.607,0.768,5.0,-5.0889999999999995,0.0,0.215,0.14800000000000002,0.0111,0.526,0.278,117.044,256587.0,4.0
600,spotify:track:724bA47eySDYLsvM1flIKM,0.563,0.5479999999999999,2.0,-5.8870000000000005,1.0,0.0277,0.16,0.0,0.10800000000000001,0.39799999999999996,98.05,181667.0,4.0
601,spotify:track:6bxlOrQv6kcxy51KUPXN88,0.541,0.414,1.0,-7.752000000000001,1.0,0.0293,0.799,0.00246,0.11699999999999999,0.21899999999999997,114.639,121547.0,4.0
602,spotify:track:3kQ999NtMLnbafY70Yq1KR,0.5770000000000001,0.9059999999999999,7.0,-4.686,1.0,0.0333,0.00517,2e-05,0.345,0.825,128.046,174653.0,4.0
603,spotify:track:2iXdwVdzA0KrI2Q0iZNJbX,0.871,0.34600000000000003,5.0,-9.481,1.0,0.0522,0.298,9.24e-06,0.10800000000000001,0.659,110.054,207680.0,4.0
604,spotify:track:2i4EDKiIUqbzjfV31oB7vT,0.748,0.34600000000000003,0.0,-11.227,1.0,0.0927,0.35,1.1900000000000001e-05,0.0884,0.305,68.462,223400.0,4.0
605,spotify:track:3IXSkFGYAs3M1H4Tet5ooG,0.765,0.535,0.0,-7.229,1.0,0.0265,0.22,2.55e-05,0.105,0.5479999999999999,105.01899999999999,183500.0,4.0
606,spotify:track:0CZaDPL7fE5Mq58CDwn7LR,0.72,0.586,11.0,-6.001,1.0,0.035,0.215,2.23e-05,0.0919,0.9079999999999999,176.137,208507.0,4.0
607,spotify:track:3DXUE5ra5fhHAO3RWqnlui,0.816,0.375,7.0,-8.017000000000001,1.0,0.0996,0.607,8.66e-06,0.0933,0.615,114.28299999999999,191000.0,4.0
608,spotify:track:5rZ1wRqgM2awfred1P30oK,0.74,0.434,4.0,-10.818,1.0,0.0453,0.88,0.000666,0.102,0.89,93.51,181000.0,4.0
609,spotify:track:4oiPC90DjIQXXgMMgbHK4G,0.7929999999999999,0.46399999999999997,5.0,-6.624,1.0,0.0386,0.11199999999999999,0.0,0.109,0.851,124.99700000000001,148600.0,4.0
610,spotify:track:76c8BRm4TV1SwzQphgbS4e,0.358,0.5579999999999999,9.0,-6.598,1.0,0.0272,0.5870000000000001,2.09e-06,0.121,0.214,139.66299999999998,173973.0,4.0
611,spotify:track:7BsjcnzjkVLUv3IQh00OzB,0.425,0.8390000000000001,4.0,-5.685,0.0,0.0391,0.000248,0.0,0.273,0.64,155.05200000000002,174120.0,4.0
612,spotify:track:1ozbWlTQASs311dSO5R6vp,0.7290000000000001,0.48200000000000004,4.0,-6.5,0.0,0.0301,0.33899999999999997,4.3799999999999994e-05,0.159,0.361,108.133,206880.0,4.0
613,spotify:track:0kvlyCagCEMl2RbYbrW7PG,0.5820000000000001,0.5589999999999999,7.0,-7.821000000000001,1.0,0.0298,0.698,0.0307,0.132,0.28,130.085,358227.0,4.0
614,spotify:track:1OrIF9k3A1wMADZnr4URUB,0.7829999999999999,0.563,11.0,-9.167,1.0,0.0439,0.35100000000000003,0.00023700000000000001,0.17,0.327,110.963,224440.0,4.0
615,spotify:track:62nFs5RnG7LcrNBk6oo1xl,0.33299999999999996,0.319,2.0,-12.385,1.0,0.0284,0.708,1.87e-05,0.114,0.348,176.861,235973.0,4.0
616,spotify:track:2PkxIx7ciJa4TdZ73hflTt,0.595,0.48700000000000004,0.0,-7.644,1.0,0.0268,0.622,0.0,0.102,0.516,142.322,351160.0,4.0
617,spotify:track:40kL0rQpgAULbZPHlO4qnS,0.44299999999999995,0.239,10.0,-15.689,1.0,0.106,0.6859999999999999,0.0,0.508,0.498,165.174,323000.0,3.0
618,spotify:track:2nfs0GoRLmhLjjwnFBdWLx,0.62,0.182,7.0,-13.025,1.0,0.0335,0.915,0.0,0.11599999999999999,0.336,129.127,177865.0,4.0
619,spotify:track:48HwknWByfac0fdNyYyQDg,0.932,0.462,9.0,-8.664,1.0,0.284,0.13699999999999998,7.91e-06,0.0654,0.7490000000000001,124.12200000000001,257440.0,4.0
620,spotify:track:014VslOQ0eBixAn6Or9b6f,0.775,0.5529999999999999,6.0,-8.371,0.0,0.102,0.106,0.0,0.0518,0.753,122.23200000000001,232200.0,4.0
621,spotify:track:0CrX5heXNWjyGvQYnGpVEw,0.893,0.594,11.0,-7.507000000000001,0.0,0.0783,0.0223,9.990000000000002e-05,0.252,0.775,123.18799999999999,333400.0,4.0
622,spotify:track:2FeubNJQqAiSSfLuarpKDM,0.21,0.634,3.0,-9.075,1.0,0.0463,0.10099999999999999,0.0089,0.26899999999999996,0.0607,139.817,318053.0,4.0
623,spotify:track:03ugM77FPCJds1QJp32rUu,0.584,0.8009999999999999,1.0,-5.818,1.0,0.0323,0.244,0.000549,0.0995,0.75,174.00599999999997,175107.0,4.0
624,spotify:track:22QqSpCXi5ZwTZzVV3yaUo,0.561,0.7290000000000001,9.0,-3.9389999999999996,1.0,0.0239,0.401,0.0148,0.13699999999999998,0.515,92.973,303693.0,4.0
625,spotify:track:2jDDt3E9m1nDOjhOL9fVs4,0.599,0.809,6.0,-2.955,0.0,0.0316,4.35e-05,0.00148,0.0602,0.557,127.995,368360.0,4.0
626,spotify:track:5AwsoZ2O4WeGxtq6dnGvAN,0.541,0.6,11.0,-7.459,1.0,0.027000000000000003,0.0095,2.43e-06,0.16699999999999998,0.292,81.986,247933.0,4.0
627,spotify:track:23rONZjISFk1zUFWgy6dxv,0.435,0.47,7.0,-9.456,1.0,0.0346,0.858,4.970000000000001e-05,0.11699999999999999,0.45799999999999996,134.701,269333.0,4.0
628,spotify:track:0q6LuUqGLUiCPP1cbdwFs3,0.6890000000000001,0.7390000000000001,2.0,-5.81,1.0,0.026000000000000002,1.51e-05,0.509,0.064,0.578,120.42299999999999,233867.0,4.0
629,spotify:track:5NA7t8FTGC2ojW9LZkm9T9,0.557,0.7959999999999999,9.0,-4.917,1.0,0.0313,0.11900000000000001,0.000151,0.138,0.685,103.48100000000001,171333.0,4.0
630,spotify:track:1MnOpcZpBgm2aArehupHnh,0.7609999999999999,0.7290000000000001,9.0,-5.282,1.0,0.0285,0.239,5.73e-05,0.0918,0.79,132.025,187520.0,4.0
631,spotify:track:29hkuEEgSmofc3wh6870c8,0.9309999999999999,0.429,9.0,-12.252,0.0,0.0684,0.275,0.0116,0.0833,0.96,120.023,196027.0,4.0
632,spotify:track:5FwKu5EJHYzkc5vITxyohF,0.5579999999999999,0.313,4.0,-11.935,0.0,0.0292,0.659,0.000551,0.158,0.22899999999999998,132.04399999999998,270227.0,4.0
633,spotify:track:1ithgAhkz7cH7734PF0RmR,0.491,0.8490000000000001,4.0,-5.0760000000000005,0.0,0.244,0.39799999999999996,0.0,0.304,0.585,90.536,243973.0,4.0
634,spotify:track:47KMpD0WhikzSd8OiTOI4q,0.6559999999999999,0.45,9.0,-9.433,0.0,0.124,0.752,0.0,0.13699999999999998,0.38799999999999996,133.834,169013.0,4.0
635,spotify:track:1MhIcoUO2SSYi52wjtRFAG,0.607,0.597,2.0,-9.171,1.0,0.0649,0.8220000000000001,0.0,0.349,0.825,134.59799999999998,96400.0,4.0
636,spotify:track:00YCQpcyTQbUcG2FjaGkTH,0.401,0.298,0.0,-10.325,1.0,0.0495,0.821,0.0,0.135,0.303,184.707,336560.0,3.0
637,spotify:track:2IedC3CR3IxpqyYDtobkD3,0.6779999999999999,0.331,5.0,-13.097000000000001,1.0,0.0385,0.83,0.0008089999999999999,0.0878,0.467,143.806,232773.0,4.0
638,spotify:track:1ElXBG9yJcgSFUJr19sotM,0.773,0.7240000000000001,8.0,-5.731,1.0,0.153,0.17800000000000002,0.0,0.131,0.821,131.092,257000.0,4.0
639,spotify:track:5SKhBjABBag9vQBigxO93B,0.748,0.716,2.0,-7.193,0.0,0.17,0.155,3.84e-06,0.0845,0.83,160.012,287107.0,4.0
640,spotify:track:0y8h1AJzI4y7UxzX5xdVpo,0.486,0.312,2.0,-13.522,1.0,0.0533,0.726,1.59e-06,0.0601,0.598,205.917,166827.0,4.0
641,spotify:track:3bucYqCtw1LfNeBObUVDhN,0.8,0.43700000000000006,6.0,-17.523,1.0,0.0675,0.42100000000000004,0.909,0.114,0.287,136.004,326467.0,4.0
642,spotify:track:1UyHVXpyJR561T67P8jds2,0.466,0.8290000000000001,7.0,-1.6230000000000002,0.0,0.11599999999999999,0.0648,0.0,0.0805,0.31,83.87299999999999,257320.0,4.0
643,spotify:track:7gaFWxD2GPRHmGE9lij4Rz,0.596,0.851,7.0,-5.196000000000001,1.0,0.0276,0.00268,0.0248,0.139,0.884,125.456,175160.0,4.0
644,spotify:track:6ciUyTIabyzJkdeg24DrcN,0.6940000000000001,0.78,6.0,-5.608,0.0,0.0353,3.570000000000001e-05,0.8809999999999999,0.0874,0.9079999999999999,132.02100000000002,299000.0,4.0
645,spotify:track:5rIq9qIH2NERKuolO6CNEz,0.6609999999999999,0.91,7.0,-2.6639999999999997,1.0,0.295,0.16899999999999998,0.0,0.0939,0.7090000000000001,88.875,277320.0,4.0
646,spotify:track:0OXbCiI9oH98KZsjQKVpVH,0.57,0.664,0.0,-4.718,0.0,0.0322,0.00836,1.2e-05,0.0719,0.48700000000000004,162.084,213520.0,4.0
647,spotify:track:4b5I3wXBlZoF5NVF8WEBuh,0.579,0.797,9.0,-5.4910000000000005,0.0,0.20800000000000002,0.147,0.0,0.0714,0.5820000000000001,106.79299999999999,218976.0,5.0
648,spotify:track:2KptHOoLkDKceKUxmc3hSV,0.86,0.521,9.0,-7.345,1.0,0.0528,0.044000000000000004,0.0018399999999999998,0.0727,0.551,131.995,302547.0,4.0
