,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
0,spotify:track:4AVIdds2A4E4UsZcVU0Uso,0.7959999999999999,0.5660000000000001,7.0,-7.857,1.0,0.0695,0.02,0.0181,0.11599999999999999,0.58,143.994,267120.0,4.0
1,spotify:track:2N3U8uTYhjX2KwGT0pf5x0,0.39399999999999996,0.6609999999999999,4.0,-8.684,1.0,0.192,0.00996,0.0,0.34299999999999997,0.335,149.81799999999998,260987.0,4.0
2,spotify:track:2BGeWY3tmXyS2ZCdAybNjm,0.764,0.21899999999999997,4.0,-21.541,0.0,0.141,0.9129999999999999,0.306,0.11199999999999999,0.433,83.866,239920.0,4.0
3,spotify:track:3GPZQoYHZ13hij5hcV42ig,0.765,0.6779999999999999,10.0,-8.619,1.0,0.0505,0.18100000000000002,0.0124,0.106,0.61,120.96700000000001,248545.0,4.0
4,spotify:track:5HWKnPuBqTUQp8OFVJNkM3,0.6809999999999999,0.765,0.0,-6.6610000000000005,0.0,0.0365,0.066,0.0226,0.156,0.617,123.999,166453.0,4.0
5,spotify:track:6IHQYCcVjN6byEKKsx5n1K,0.599,0.262,9.0,-13.888,0.0,0.22399999999999998,0.9890000000000001,0.259,0.19899999999999998,0.534,163.457,156933.0,4.0
6,spotify:track:1UOhKnE2fZJuGdB7ssn9nf,0.804,0.607,10.0,-6.84,0.0,0.37,0.0773,0.0,0.0993,0.823,142.421,191333.0,4.0
7,spotify:track:1PeGJUYyZpawjrHmwzQoJx,0.5479999999999999,0.565,0.0,-6.782,1.0,0.0429,0.722,0.0,0.897,0.233,123.25399999999999,129480.0,4.0
8,spotify:track:0UtnpKaReKUg2GquaSxCyD,0.716,0.531,7.0,-7.355,1.0,0.122,0.0703,0.0,0.22399999999999998,0.344,71.994,386907.0,4.0
9,spotify:track:7Ek2kv9If3IjdMCRyeVm8g,0.762,0.5589999999999999,11.0,-10.307,1.0,0.0365,0.515,0.0,0.243,0.932,128.695,126760.0,4.0
10,spotify:track:0SoXYVY7NYfacA2E1fOZaF,0.8320000000000001,0.439,9.0,-10.979000000000001,0.0,0.0715,0.513,0.0195,0.11900000000000001,0.635,97.99600000000001,152390.0,4.0
11,spotify:track:6ksRossV4vKsXntCCZbhaM,0.589,0.613,0.0,-5.034,1.0,0.0327,0.568,0.0,0.0675,0.19,114.853,181867.0,4.0
12,spotify:track:1J49Zvazhrmg1cZQmEPmTa,0.727,0.573,10.0,-6.656000000000001,1.0,0.0675,0.0925,0.0104,0.151,0.414,117.03299999999999,238620.0,4.0
13,spotify:track:5obIhZr0h0XhdvZr0eRBms,0.865,0.748,1.0,-5.4110000000000005,1.0,0.242,0.6970000000000001,0.00689,0.506,0.951,116.836,197494.0,4.0
14,spotify:track:7vqUr6K2Js9Paq4kdNSOm6,0.68,0.772,10.0,-5.995,1.0,0.0416,0.535,0.0153,0.147,0.376,105.005,244510.0,4.0
15,spotify:track:34Eeuuh3feHb7IUjR8971B,0.8590000000000001,0.742,4.0,-6.521,0.0,0.0415,0.0751,0.526,0.0796,0.638,122.999,250813.0,4.0
16,spotify:track:1WqjYWH4BbGRLoVxQU3XS1,0.7140000000000001,0.701,5.0,-7.381,1.0,0.0813,0.0703,0.0,0.0958,0.493,134.917,239520.0,4.0
17,spotify:track:2ZPyQcrC0p9BJnZj9eYKz8,0.722,0.6409999999999999,6.0,-9.429,1.0,0.0374,0.175,0.0102,0.24100000000000002,0.733,120.023,273661.0,4.0
18,spotify:track:52CxnbKtKO3VlL2wepUnte,0.644,0.919,7.0,-7.1339999999999995,1.0,0.04,0.0688,0.0,0.0867,0.934,115.932,276000.0,4.0
19,spotify:track:1p05oPK949iMluRXGakmER,0.757,0.61,7.0,-12.595999999999998,1.0,0.0405,0.0135,2.35e-05,0.35100000000000003,0.867,129.285,237267.0,4.0
20,spotify:track:68Yoyhp9n6DUSQjgrUZNOz,0.84,0.7759999999999999,9.0,-4.854,1.0,0.23399999999999999,0.0585,0.0,0.252,0.747,90.01100000000001,334507.0,4.0
21,spotify:track:6Adtsxq17euZxSHFL3Wucb,0.636,0.645,9.0,-7.662000000000001,1.0,0.0273,0.0865,0.00927,0.11,0.63,124.95700000000001,201933.0,4.0
22,spotify:track:7GGguiA9LkgFT3BZbzHjwQ,0.78,0.41700000000000004,2.0,-11.365,1.0,0.0363,0.113,0.00227,0.37,0.28300000000000003,120.042,213402.0,4.0
23,spotify:track:2iRPQBM3yMGEmy2prkfe67,0.47600000000000003,0.397,1.0,-13.947000000000001,0.0,0.0315,0.726,0.44,0.0934,0.146,138.093,287357.0,4.0
24,spotify:track:30V66R2gD8g4g93cBlru3r,0.457,0.40399999999999997,0.0,-9.1,1.0,0.0598,0.772,0.782,0.78,0.479,128.01,236400.0,4.0
25,spotify:track:1DiCxg8SOTYBBTFVc7ddEw,0.861,0.3,5.0,-11.671,0.0,0.0547,0.608,0.233,0.0719,0.392,118.027,401410.0,4.0
26,spotify:track:3KUs7BeZGMze6HDDdFlb7j,0.506,0.451,8.0,-9.021,1.0,0.0347,0.868,1.31e-05,0.172,0.358,112.132,218000.0,4.0
27,spotify:track:4dQ4ekP3ThpWEgp1z4kjyO,0.7040000000000001,0.5920000000000001,1.0,-9.037,1.0,0.0612,0.17600000000000002,0.00023999999999999998,0.0406,0.693,89.99700000000001,243825.0,4.0
28,spotify:track:06Hdbxh6NCy6TIhjdXTchB,0.597,0.685,11.0,-6.371,1.0,0.0367,0.0245,0.000335,0.182,0.369,122.00200000000001,209208.0,4.0
29,spotify:track:2GjdI973iM4W4Pl7Tckcke,0.731,0.701,1.0,-7.436,1.0,0.455,0.556,0.0,0.295,0.9009999999999999,92.245,137253.0,4.0
30,spotify:track:6W4GTXLYX8HkmZGmVkfrSC,0.599,0.6990000000000001,1.0,-7.587999999999999,0.0,0.1,0.58,0.276,0.10800000000000001,0.29600000000000004,120.927,245960.0,4.0
31,spotify:track:4V3kv5FPz8YE28SHyJjm6j,0.866,0.7,8.0,-4.945,0.0,0.0353,0.153,0.00798,0.0688,0.8,110.70299999999999,182280.0,4.0
32,spotify:track:6HTJZ0TQJVMSKkUGzAOe2h,0.805,0.858,0.0,-3.0669999999999997,1.0,0.105,0.19399999999999998,7.89e-06,0.256,0.523,97.03299999999999,321649.0,4.0
33,spotify:track:79D0s79qyGXAg0v97dVjEG,0.677,0.6579999999999999,7.0,-8.101,1.0,0.0477,0.375,2.13e-05,0.121,0.7120000000000001,105.264,317760.0,4.0
34,spotify:track:4tyl9OMKMG8F2L0RUYQMH3,0.461,0.9179999999999999,4.0,-8.507,1.0,0.0959,0.405,0.00033,0.126,0.802,172.435,249960.0,4.0
35,spotify:track:5afHIkEcVhCF1Z1CTqMUXB,0.768,0.5670000000000001,2.0,-7.046,0.0,0.0312,0.66,0.000277,0.07,0.47100000000000003,117.97399999999999,186147.0,4.0
36,spotify:track:3PnOOmkxruDDAiMYZZTgO7,0.8320000000000001,0.8759999999999999,6.0,-5.124,0.0,0.205,0.17300000000000001,0.737,0.162,0.635,120.057,201939.0,4.0
37,spotify:track:4iZPNYqzI2L0uwuUKun7Aa,0.679,0.662,8.0,-6.069,0.0,0.174,0.155,0.0,0.152,0.43799999999999994,99.87899999999999,222801.0,4.0
38,spotify:track:4oEON2tBuUgDiCxGXkI0zZ,0.617,0.74,2.0,-5.768,0.0,0.0599,0.115,3e-06,0.085,0.536,123.898,180853.0,4.0
39,spotify:track:5P7MbXUShunurTTYAjPZjX,0.8059999999999999,0.479,4.0,-6.615,1.0,0.0389,0.39399999999999996,2.18e-06,0.201,0.633,99.022,244921.0,4.0
40,spotify:track:2jJulR1CTEuHsXpS6bGDou,0.782,0.544,4.0,-5.4479999999999995,1.0,0.0306,0.212,0.106,0.179,0.753,90.56200000000001,150933.0,4.0
41,spotify:track:1AfGCSPIRCGga2Llns0a11,0.843,0.943,6.0,-4.97,1.0,0.10800000000000001,0.0165,0.000113,0.314,0.9740000000000001,100.006,231407.0,4.0
42,spotify:track:5vGEdM7LvbgMypJkILhQ4p,0.494,0.831,7.0,-5.151,1.0,0.0996,0.0363,0.00345,0.11900000000000001,0.271,150.248,252819.0,4.0
43,spotify:track:2K4GfxPvGvse6s1RTLSWFT,0.752,0.386,5.0,-10.841,0.0,0.0965,0.41,0.0,0.105,0.635,79.94,230720.0,3.0
44,spotify:track:5JlqbEj7Bbh2RdZgcO5kJE,0.34600000000000003,0.61,0.0,-5.818,1.0,0.15,0.198,0.0,0.11699999999999999,0.235,68.55199999999999,207573.0,4.0
45,spotify:track:0PB59W8aC4UodGSf4GmG5x,0.762,0.912,9.0,-6.367000000000001,0.0,0.0478,0.0232,0.278,0.152,0.738,118.01899999999999,308715.0,4.0
46,spotify:track:25HxCPwYBRDkVVUInZB19d,0.7,0.452,0.0,-8.896,1.0,0.0547,0.8340000000000001,0.0,0.273,0.804,117.77799999999999,148347.0,4.0
47,spotify:track:4FqrgfKej2jv450UFW6PP8,0.836,0.537,1.0,-8.609,0.0,0.0448,0.516,0.00128,0.111,0.115,105.014,195173.0,4.0
48,spotify:track:1Qg0JhbqPhYki1a5bv7NgH,0.7509999999999999,0.627,1.0,-8.242,1.0,0.0308,0.0165,0.000113,0.12300000000000001,0.6859999999999999,122.005,210707.0,4.0
49,spotify:track:53jfUZ3sWNtNSANrNWycwE,0.562,0.307,5.0,-12.27,1.0,0.054000000000000006,0.93,0.00704,0.0784,0.16,99.885,273693.0,4.0
50,spotify:track:48bmQooQa2JIs0SMr0VX0X,0.7070000000000001,0.69,1.0,-6.11,1.0,0.0408,0.0164,0.00517,0.0496,0.614,122.01799999999999,222095.0,4.0
51,spotify:track:4tomqVvRMqianoiT6C6c8u,0.716,0.275,0.0,-10.013,0.0,0.0547,0.754,1.85e-05,0.147,0.35200000000000004,63.513000000000005,298907.0,4.0
52,spotify:track:3RKgMOpDyf8q3r6mUiKOaA,0.598,0.51,7.0,-5.832000000000001,1.0,0.114,0.797,0.0,0.115,0.425,167.84900000000002,230107.0,4.0
53,spotify:track:5GxgujqhBRtSufmlUpmxTQ,0.883,0.7959999999999999,0.0,-8.293,1.0,0.0785,0.126,0.0,0.373,0.526,123.68299999999999,164360.0,4.0
54,spotify:track:4uSCwM7Ny6jvGLX12pDq5X,0.479,0.228,3.0,-10.562999999999999,1.0,0.0493,0.856,0.0,0.0763,0.408,97.118,252477.0,4.0
55,spotify:track:4WVRFif4gqrzSwEiABrbBn,0.52,0.0876,9.0,-12.253,0.0,0.0899,0.897,0.0,0.107,0.152,93.773,217500.0,4.0
56,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.843,0.8059999999999999,4.0,-5.946000000000001,0.0,0.26899999999999996,0.14300000000000002,0.0,0.0771,0.613,94.948,270507.0,4.0
57,spotify:track:5WQ1hIc5d2EVbRQ8qsj8Uh,0.7190000000000001,0.9670000000000001,0.0,-2.435,1.0,0.0552,0.0588,0.00024900000000000004,0.20600000000000002,0.9640000000000001,79.505,235213.0,4.0
58,spotify:track:2J87zalKavfHtstv1cEJ51,0.6729999999999999,0.902,10.0,-4.886,1.0,0.0553,0.0164,0.0145,0.26899999999999996,0.7040000000000001,97.007,225133.0,4.0
59,spotify:track:38vzESfLhHl3rwCZYvg0eM,0.569,0.9,11.0,-3.991,1.0,0.0562,0.00526,2.96e-06,0.127,0.9490000000000001,137.964,231893.0,4.0
60,spotify:track:3hbUxLMIycaOXCGTm00qwz,0.74,0.982,5.0,-4.374,0.0,0.0913,0.0413,2.54e-06,0.17800000000000002,0.945,93.01299999999999,235760.0,4.0
61,spotify:track:2sNvitW3TxiTeC9xT9f2ZZ,0.486,0.652,11.0,-7.226,0.0,0.052000000000000005,0.408,6.63e-05,0.077,0.391,113.055,273684.0,4.0
62,spotify:track:126TblwXGNTUZ7RPMnThkU,0.698,0.8759999999999999,3.0,-4.45,1.0,0.0486,0.452,0.0133,0.0824,0.81,101.992,173631.0,4.0
63,spotify:track:7gARZ2i5u5DHC1b1n1fML5,0.569,0.645,5.0,-7.367999999999999,1.0,0.0387,0.11800000000000001,0.00114,0.146,0.247,74.985,227080.0,4.0
64,spotify:track:7AiIlhSSVKAyMJTygWuut2,0.267,0.935,5.0,-3.016,1.0,0.0621,0.332,0.0013,0.9670000000000001,0.486,148.39,421027.0,4.0
65,spotify:track:787B6kAJtQ5Yy2LydXua7a,0.441,0.596,5.0,-6.069,1.0,0.0266,0.10300000000000001,6.1e-06,0.105,0.159,86.645,193453.0,4.0
66,spotify:track:6eWsgrQLZhLqy5VfGB9iFs,0.758,0.51,1.0,-10.645,1.0,0.0393,0.165,0.0755,0.272,0.27,102.992,196311.0,4.0
67,spotify:track:2LkUiZy08G0PAOzvRQ3oxY,0.639,0.669,11.0,-6.859,1.0,0.0297,0.037000000000000005,0.00123,0.149,0.684,123.93299999999999,190645.0,4.0
68,spotify:track:0yK1An55fUL6ZgYzWqb3UX,0.797,0.276,9.0,-8.689,0.0,0.10800000000000001,0.292,5.86e-06,0.111,0.519,80.01100000000001,246920.0,4.0
69,spotify:track:1WLYNclAWpFjkdwXjwgiLE,0.728,0.763,9.0,-5.016,0.0,0.0439,0.161,4.74e-05,0.361,0.222,116.977,334424.0,4.0
70,spotify:track:7dS5EaCoMnN7DzlpT6aRn2,0.5660000000000001,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,128.945,241688.0,4.0
71,spotify:track:5ByAIlEEnxYdvpnezg7HTX,0.889,0.816,9.0,-4.67,1.0,0.247,0.47200000000000003,0.0,0.204,0.777,96.056,302693.0,4.0
72,spotify:track:4Y9ZPnecYXbE7KxDVRq0Cm,0.534,0.332,11.0,-7.44,1.0,0.0374,0.8370000000000001,0.0,0.0997,0.509,110.771,247817.0,4.0
73,spotify:track:7CBRP7xMm3mPyqi9fcp71B,0.667,0.39799999999999996,1.0,-10.307,0.0,0.23399999999999999,0.787,0.0,0.121,0.626,152.626,141467.0,4.0
74,spotify:track:7BHPGtpuuWWsvE7cCaMuEU,0.391,0.8079999999999999,8.0,-6.209,0.0,0.0892,0.0759,0.0,0.149,0.737,100.304,203507.0,4.0
75,spotify:track:2jZgzSxNSg1hTCq0ewWHGJ,0.604,0.894,2.0,-5.0,1.0,0.037000000000000005,0.0212,0.0,0.0299,0.9009999999999999,145.017,187253.0,4.0
76,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,0.41,0.8029999999999999,7.0,-5.3629999999999995,1.0,0.0623,0.239,0.0,0.10300000000000001,0.8140000000000001,153.315,169307.0,4.0
77,spotify:track:6ZygaqgtPkiahkiYJhYWhn,0.629,0.42200000000000004,10.0,-8.542,0.0,0.0411,0.705,0.0,0.124,0.325,129.45600000000002,99227.0,4.0
78,spotify:track:58stjpV04lJKmPgc2vxm6J,0.617,0.7759999999999999,0.0,-6.06,1.0,0.0448,0.00081,0.0,0.45799999999999996,0.40700000000000003,130.04,186320.0,4.0
79,spotify:track:6E6uiwKZKH2XKRucgxqtRT,0.644,0.895,11.0,-4.803999999999999,1.0,0.031,0.107,0.11800000000000001,0.121,0.35600000000000004,105.016,306427.0,4.0
80,spotify:track:6hq6QgC7Hs70tLvugCQ2ue,0.5379999999999999,0.769,2.0,-5.797999999999999,1.0,0.0733,0.44299999999999995,0.129,0.0582,0.648,151.993,196760.0,4.0
81,spotify:track:6jG2YzhxptolDzLHTGLt7S,0.589,0.621,5.0,-6.902,0.0,0.0468,0.00969,0.0010400000000000001,0.18100000000000002,0.401,140.03,323480.0,4.0
82,spotify:track:4JehYebiI9JE8sR8MisGVb,0.508,0.72,11.0,-5.9079999999999995,0.0,0.0628,0.272,0.0,0.0563,0.47200000000000003,79.983,261640.0,4.0
83,spotify:track:5IVuqXILoxVWvWEPm82Jxr,0.6459999999999999,0.77,2.0,-6.596,0.0,0.226,0.00249,0.0,0.0715,0.6809999999999999,99.165,236133.0,4.0
84,spotify:track:1uXbwHHfgsXcUKfSZw5ZJ0,0.733,0.899,0.0,-4.237,1.0,0.14300000000000002,0.00496,4.72e-05,0.37200000000000005,0.76,127.086,236093.0,4.0
85,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,0.652,0.748,0.0,-5.242000000000001,1.0,0.0887,0.0849,0.0,0.604,0.652,94.1,267413.0,4.0
86,spotify:track:3axkNosdVQLZiq1HakuGhc,0.665,0.787,5.0,-5.73,1.0,0.151,0.308,0.0,0.21899999999999997,0.6990000000000001,167.34900000000002,212147.0,4.0
87,spotify:track:4XzacjJ1X1EwBEOD7JYgnR,0.537,0.565,5.0,-13.773,1.0,0.0361,0.23600000000000002,0.885,0.10800000000000001,0.0949,186.058,256805.0,4.0
88,spotify:track:0vCNjMAStsqPkEe9cOQOXh,0.456,0.873,2.0,-5.417000000000001,1.0,0.287,0.0659,0.0,0.162,0.46,172.074,240333.0,4.0
89,spotify:track:4l9gNfeexV0FJ7traSwtNf,0.524,0.763,7.0,-6.732,1.0,0.0308,0.00196,9.23e-06,0.125,0.35,131.675,209267.0,4.0
90,spotify:track:6qRfox98MxG58sqoPPn8QY,0.512,0.818,0.0,-4.265,1.0,0.03,0.00159,0.00045700000000000005,0.11199999999999999,0.431,94.022,215267.0,4.0
91,spotify:track:0VxFKXvKLjYWU7oPPMwzuN,0.457,0.6459999999999999,9.0,-5.24,1.0,0.0257,0.0637,1.5e-06,0.0854,0.389,172.257,236360.0,4.0
92,spotify:track:4zLBcDtvYNVtF9fnG6lme3,0.5479999999999999,0.723,6.0,-6.002000000000001,1.0,0.0375,0.0969,1.28e-05,0.337,0.499,125.088,179960.0,4.0
93,spotify:track:2Pe3DE10mmweK5TLEZVTtg,0.946,0.585,11.0,-7.518,1.0,0.0928,0.06,0.782,0.122,0.263,123.008,395459.0,4.0
94,spotify:track:0EFEkt29P7Icr7dO4vN6yk,0.564,0.262,0.0,-19.746,1.0,0.105,0.652,0.000204,0.0896,0.376,104.5,253960.0,4.0
95,spotify:track:4BCmdMShfg9uz1WeyXaFae,0.402,0.76,4.0,-5.332000000000001,1.0,0.0344,0.14800000000000002,0.000225,0.128,0.7140000000000001,135.947,197227.0,4.0
96,spotify:track:438wUaUsr5tGWr1d3IFtWo,0.847,0.654,5.0,-6.443,0.0,0.113,0.455,0.0622,0.0674,0.6509999999999999,119.99799999999999,191541.0,4.0
97,spotify:track:0zScLh0yufjmMy0pAm97uE,0.763,0.387,10.0,-8.635,0.0,0.0271,0.258,0.008870000000000001,0.11,0.253,109.946,239120.0,4.0
98,spotify:track:2lMT78bIa5p661B5ajMIbr,0.602,0.0658,5.0,-13.76,0.0,0.0371,0.89,0.0,0.10800000000000001,0.31,80.07300000000001,194960.0,4.0
99,spotify:track:0VII3kl4B4IbJ5Hpk9KPwf,0.619,0.45399999999999996,7.0,-13.312999999999999,1.0,0.0285,0.8420000000000001,0.152,0.0953,0.389,108.28,223467.0,4.0
100,spotify:track:0IJ1ijo3uoJzy6ZE5wxJio,0.902,0.43799999999999994,9.0,-8.63,0.0,0.0493,0.503,0.135,0.10099999999999999,0.943,118.04799999999999,248520.0,4.0
101,spotify:track:69x16JmnJxuLVP9ELBoY03,0.75,0.884,1.0,-5.395,1.0,0.0634,0.0246,3.57e-06,0.23800000000000002,0.867,121.915,231933.0,4.0
102,spotify:track:07QuKUTu5O40AibYYPx98I,0.767,0.732,7.0,-5.008,0.0,0.282,0.055999999999999994,4.73e-06,0.0688,0.871,75.005,254907.0,4.0
103,spotify:track:4AxmIvq0zqTgykoy2Vf1lU,0.759,0.62,7.0,-4.387,1.0,0.127,0.0683,0.00016999999999999999,0.127,0.882,133.33,261840.0,4.0
104,spotify:track:1ZA8L9IOkRhmmz4nPXXx7h,0.579,0.508,2.0,-9.484,1.0,0.027000000000000003,0.0057399999999999994,0.0004940000000000001,0.0575,0.609,147.125,391376.0,4.0
105,spotify:track:4VrWlk8IQxevMvERoX08iC,0.39899999999999997,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.5720000000000001,117.089,216120.0,5.0
106,spotify:track:7rKGiHaQXNfikuei3l5JnZ,0.6829999999999999,0.789,7.0,-6.672000000000001,0.0,0.0355,0.0864,0.00419,0.253,0.456,124.023,207253.0,4.0
107,spotify:track:5qswZLWRdEn4aN2k9L4B0P,0.589,0.588,11.0,-8.217,1.0,0.301,0.0324,1.01e-05,0.23,0.495,81.27,272091.0,1.0
108,spotify:track:5QcITb0UNjuWlo61fIgpu8,0.583,0.912,7.0,-7.446000000000001,1.0,0.0345,0.83,0.8859999999999999,0.102,0.971,128.549,205800.0,4.0
109,spotify:track:7BVwi9cIzSc6tpyxsp47vJ,0.595,0.723,7.0,-8.256,1.0,0.0349,0.047,0.0286,0.0995,0.272,108.04299999999999,223640.0,1.0
110,spotify:track:7GJClzimvMSghjcrKxuf1M,0.7140000000000001,0.451,5.0,-8.267999999999999,1.0,0.0276,0.0883,0.0,0.10800000000000001,0.406,127.787,200720.0,4.0
111,spotify:track:5KJjfRokcji68kAyRctvoe,0.825,0.701,2.0,-9.004,1.0,0.0393,0.000204,0.222,0.085,0.568,125.009,384731.0,4.0
112,spotify:track:3yUcJwYu7fXAfqMj9krY6l,0.725,0.583,1.0,-9.942,0.0,0.0424,0.3,0.000215,0.0665,0.765,79.984,218360.0,4.0
113,spotify:track:513kMcGp75uDuJ97prKr9C,0.40399999999999997,0.22,0.0,-10.769,1.0,0.0386,0.889,0.0,0.114,0.311,176.08700000000002,185813.0,3.0
114,spotify:track:1RNyz1P8eyL5BsCzooCguk,0.467,0.384,1.0,-9.968,1.0,0.0278,0.77,1.98e-06,0.10400000000000001,0.47700000000000004,78.685,174613.0,4.0
115,spotify:track:7EcUlCdM1pdNGF191Oyzar,0.78,0.722,8.0,-5.7010000000000005,0.0,0.23600000000000002,0.0458,0.0,0.381,0.515,80.053,405440.0,4.0
116,spotify:track:64tit6tIpq48NSqTMzRf2d,0.723,0.617,11.0,-8.312000000000001,1.0,0.0301,0.5660000000000001,0.0,0.252,0.677,100.016,286973.0,4.0
117,spotify:track:0vg4WnUWvze6pBOJDTq99k,0.675,0.479,0.0,-9.87,0.0,0.0278,0.633,1.76e-05,0.08800000000000001,0.45399999999999996,81.99799999999999,209493.0,4.0
118,spotify:track:6gxycjJNMgmAyfzUXBN80P,0.43200000000000005,0.261,4.0,-12.591,1.0,0.0512,0.953,0.0034200000000000003,0.0903,0.273,89.56700000000001,258653.0,4.0
119,spotify:track:13ETkZ90sElK5xJuB4cUEt,0.575,0.821,0.0,-5.7,1.0,0.0527,0.18100000000000002,0.0,0.124,0.449,118.021,238000.0,4.0
120,spotify:track:1BV0m40U0M4t1SLIsDnwZl,0.72,0.6679999999999999,9.0,-7.928,1.0,0.0269,0.0652,0.006640000000000001,0.0789,0.768,123.007,280027.0,4.0
121,spotify:track:37sINbJZcFdHFAsVNsPq1i,0.491,0.885,3.0,-4.121,1.0,0.0395,0.0021899999999999997,0.0,0.0741,0.6409999999999999,166.99200000000002,245467.0,4.0
122,spotify:track:38xWaVFKaxZlMFvzNff2aW,0.63,0.698,10.0,-4.51,1.0,0.0244,0.17300000000000001,0.0,0.0789,0.529,94.023,261427.0,4.0
123,spotify:track:4Musyaro0NM5Awx8b5c627,0.609,0.629,10.0,-5.024,1.0,0.0264,0.425,0.0,0.0978,0.325,99.955,241467.0,4.0
124,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10.0,-4.08,1.0,0.0379,0.26899999999999996,0.0,0.10099999999999999,0.361,122.035,262533.0,4.0
125,spotify:track:4IoYz8XqqdowINzfRrFnhi,0.33799999999999997,0.8029999999999999,8.0,-5.412000000000001,0.0,0.0413,0.0187,0.0,0.136,0.4,151.994,241853.0,4.0
126,spotify:track:3Sqhwf63z7ahrEgWHjCoAZ,0.86,0.49200000000000005,7.0,-9.211,1.0,0.0673,0.043,0.00146,0.5660000000000001,0.9,109.89200000000001,301507.0,4.0
127,spotify:track:47hs3xNT3iOGvgmC4eXBAi,0.353,0.815,7.0,-1.844,1.0,0.212,0.16399999999999998,0.0,0.217,0.245,167.97099999999998,238760.0,4.0
128,spotify:track:0xM88xobymkMgg46MStfnV,0.51,0.376,2.0,-10.995,1.0,0.0307,0.865,0.000121,0.113,0.321,103.851,232853.0,4.0
129,spotify:track:1EzrEOXmMH3G43AXT1y7pA,0.6859999999999999,0.457,11.0,-8.322000000000001,1.0,0.0468,0.595,0.0,0.105,0.718,150.953,242187.0,4.0
130,spotify:track:53QF56cjZA9RTuuMZDrSA6,0.585,0.303,4.0,-10.058,1.0,0.0398,0.6940000000000001,0.0,0.115,0.142,136.703,240166.0,3.0
131,spotify:track:0IktbUcnAGrvD03AWnz3Q8,0.623,0.41700000000000004,0.0,-8.699,1.0,0.0354,0.29600000000000004,0.0,0.135,0.721,130.032,191360.0,4.0
132,spotify:track:70ihkWuXHvsWs1a2NByYJ8,0.597,0.345,7.0,-10.405,1.0,0.0549,0.789,0.0,0.629,0.391,108.454,213893.0,4.0
133,spotify:track:4oeRfmp9XpKWym6YD1WvBP,0.6970000000000001,0.298,0.0,-7.635,1.0,0.0551,0.92,0.0,0.0874,0.509,134.216,148707.0,4.0
134,spotify:track:0HRshWRNAwQBROvxXqG3i9,0.379,0.29,4.0,-8.485,1.0,0.051,0.9520000000000001,0.00106,0.11800000000000001,0.16899999999999998,166.467,201080.0,4.0
135,spotify:track:65BMD6q7gRTUn9uZmEdjEz,0.469,0.335,10.0,-7.494,0.0,0.0291,0.794,2.7600000000000003e-05,0.0931,0.158,75.108,256853.0,3.0
136,spotify:track:1QzFhzIOW7CyRJLpmq5CM0,0.6629999999999999,0.705,1.0,-4.9719999999999995,0.0,0.0385,0.0654,0.0,0.11699999999999999,0.47700000000000004,122.014,257387.0,4.0
137,spotify:track:6fOPuabPdAJ0HgqJFcDGb1,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107.0,4.0
138,spotify:track:7n3REqDfZBpkd0bEpGu2H3,0.5710000000000001,0.836,0.0,-5.556,1.0,0.0371,0.193,4.09e-06,0.182,0.73,141.608,272733.0,4.0
139,spotify:track:4FXdIM78OBdw7KIY2jeM8D,0.555,0.9259999999999999,7.0,-3.613,1.0,0.0363,0.0484,7.67e-06,0.171,0.7709999999999999,138.017,188387.0,4.0
140,spotify:track:7ngmeixeZKDIDYGcQPF9ry,0.42100000000000004,0.214,9.0,-7.327000000000001,0.0,0.0293,0.861,0.0,0.106,0.449,71.44,248800.0,4.0
141,spotify:track:5ojAgSVQftPufiZK4w3SS5,0.688,0.795,1.0,-6.104,1.0,0.0601,0.0882,0.0,0.28600000000000003,0.6990000000000001,77.997,246507.0,4.0
142,spotify:track:3uYm4MtU6jUQft2DtGqEoZ,0.667,0.922,4.0,-4.857,0.0,0.128,0.0353,0.0,0.364,0.509,108.95200000000001,202807.0,4.0
143,spotify:track:1ToNAInnklKFv4MnKZcpJz,0.684,0.642,9.0,-5.154,1.0,0.11699999999999999,0.0553,0.0,0.109,0.84,186.05700000000002,192840.0,4.0
144,spotify:track:1Rvl8qsKJurfFTyWLBI9ib,0.6509999999999999,0.747,1.0,-7.269,0.0,0.0699,0.0528,0.0,0.207,0.7759999999999999,147.518,249520.0,4.0
145,spotify:track:0uyObD9rdjw5ahaifz0eKZ,0.384,0.42200000000000004,7.0,-12.714,1.0,0.0316,0.616,0.00126,0.516,0.247,126.60700000000001,316627.0,4.0
146,spotify:track:1r1ubp8zGYaHnr2BVeE8wr,0.5760000000000001,0.903,8.0,-3.697,1.0,0.0603,0.0211,0.0,0.37200000000000005,0.715,152.953,225680.0,4.0
